Дата,Цена акции SBER,Цена нефти BRENT
2012-11-21,87.88,8333.35
2012-11-20,87.0,8255.92
2012-11-19,87.34,8396.49
2012-11-16,85.98,8189.77
2012-11-15,86.09,8342.37
2012-11-14,84.72,8239.38
2012-11-13,84.31,8137.9
2012-11-12,86.78,8198.79
2012-11-09,85.8,8223.6
2012-11-08,86.34,8061.98
2012-11-07,89.95,8029.66
2012-11-06,91.34,8349.13
2012-11-02,91.95,7943.97
2012-11-01,91.84,8131.14
2012-10-31,91.79,8170.98
2012-10-30,91.2,8199.54
2012-10-29,91.7,8226.6
2012-10-26,91.95,8234.87
2012-10-25,92.89,8155.19
2012-10-24,93.38,8107.08
2012-10-23,93.59,8137.15
2012-10-22,94.1,8226.6
2012-10-19,93.19,8279.22
2012-10-18,93.7,8450.61
2012-10-17,93.12,8510.75
2012-10-16,92.19,8649.81
2012-10-15,91.28,8704.69
2012-10-12,91.5,8615.99
2012-10-11,92.64,8697.92
2012-10-10,92.29,8594.19
2012-10-09,92.63,8606.96
2012-10-08,92.6,8405.51
2012-10-05,93.02,8420.54
2012-10-04,91.47,8462.64
2012-10-03,91.92,8131.14
2012-10-02,91.9,8386.72
2012-10-01,92.33,8433.32
2012-09-28,90.99,8448.36
2012-09-27,90.07,8419.79
2012-09-26,90.75,8271.71
2012-09-25,93.75,8302.53
2012-09-24,94.17,8254.42
2012-09-21,94.16,8375.44
2012-09-20,93.77,8270.96
2012-09-19,93.78,8132.64
2012-09-18,94.75,8421.3
2012-09-17,95.57,8553.59
2012-09-14,97.05,8769.33
2012-09-13,92.75,8787.37
2012-09-12,93.58,8716.71
2012-09-11,94.03,8674.62
2012-09-10,94.44,8630.27
2012-09-07,93.86,8588.17
2012-09-06,93.95,8531.04
2012-09-05,92.85,8500.98
2012-09-04,93.09,8582.91
2012-09-03,94.08,8703.18
2012-08-31,93.16,8612.23
2012-08-30,93.49,8467.9
2012-08-29,94.54,8459.63
2012-08-28,94.48,8462.64
2012-08-27,92.81,8438.58
2012-08-24,92.91,8538.56
2012-08-23,93.04,8645.3
2012-08-22,92.55,8637.78
2012-08-21,93.57,8617.49
2012-08-20,91.52,8546.83
2012-08-17,92.05,8547.58
2012-08-16,92.82,8787.37
2012-08-15,92.98,8738.51
2012-08-14,93.58,8571.64
2012-08-13,93.18,8539.31
2012-08-10,92.85,8490.45
2012-08-09,93.87,8510.75
2012-08-08,93.94,8429.56
2012-08-07,93.97,8419.04
2012-08-06,93.3,8234.87
2012-08-03,91.66,8189.02
2012-08-02,88.79,7960.5
2012-08-01,89.39,7965.01
2012-07-31,89.73,7886.84
2012-07-30,91.24,7983.05
2012-07-27,90.31,8003.35
2012-07-26,88.45,7912.39
2012-07-25,86.9,7846.24
2012-07-24,84.45,7774.08
2012-07-23,86.0,7762.05
2012-07-20,90.12,8030.41
2012-07-19,92.15,8103.33
2012-07-18,91.6,7904.88
2012-07-17,91.22,7817.68
2012-07-16,90.85,7783.85
2012-07-13,90.98,7697.41
2012-07-12,88.92,7597.43
2012-07-11,90.01,7534.29
2012-07-10,91.0,7364.4
2012-07-09,90.02,7541.05
2012-07-06,89.2,7380.94
2012-07-05,90.92,7569.62
2012-07-04,91.1,7499.71
2012-07-03,90.94,7568.12
2012-07-02,87.65,7317.05
2012-06-29,86.39,7351.63
2012-06-28,82.8,6867.53
2012-06-27,84.5,7028.4
2012-06-26,83.6,6992.31
2012-06-25,82.3,6841.22
2012-06-22,83.76,6838.97
2012-06-21,85.36,6707.42
2012-06-20,85.73,6967.51
2012-06-19,86.96,7198.28
2012-06-18,86.2,7220.08
2012-06-15,84.34,7337.34
2012-06-14,83.05,7293.75
2012-06-13,83.04,7301.26
2012-06-08,81.38,7477.16
2012-06-07,83.44,7511.74
2012-06-06,80.62,7565.11
2012-06-05,78.11,7429.8
2012-06-04,78.1,7430.55
2012-06-01,78.86,7398.98
2012-05-31,81.69,7657.57
2012-05-30,82.38,7777.84
2012-05-29,84.14,8019.14
2012-05-28,80.37,8051.46
2012-05-25,79.87,8030.41
2012-05-24,81.44,8009.36
2012-05-23,78.65,7934.95
2012-05-22,82.82,8149.18
2012-05-21,81.95,8179.25
2012-05-18,78.19,8053.71
2012-05-17,80.71,8080.02
2012-05-16,86.91,8397.24
2012-05-15,88.19,8437.08
2012-05-14,87.55,8386.72
2012-05-11,91.04,8438.58
2012-05-10,91.79,8473.91
2012-05-08,89.53,8473.91
2012-05-07,88.5,8506.24
2012-05-04,90.83,8507.74
2012-05-03,92.55,8725.73
2012-05-02,93.06,8885.09
2012-04-27,93.79,9007.62
2012-04-26,92.62,9014.39
2012-04-25,93.75,8954.25
2012-04-24,92.65,8882.09
2012-04-23,92.54,8923.43
2012-04-20,95.0,8927.19
2012-04-19,94.35,8870.06
2012-04-18,92.9,8867.8
2012-04-17,93.23,8928.69
2012-04-16,92.31,8921.18
2012-04-13,94.18,9157.96
2012-04-12,95.41,9148.94
2012-04-11,96.0,9033.93
2012-04-10,95.55,9011.38
2012-04-09,95.92,9221.1
2012-04-06,95.64,9233.88
2012-04-05,97.42,9278.23
2012-04-04,96.17,9196.3
2012-04-03,98.0,9385.73
2012-04-02,95.13,9428.57
2012-03-30,94.86,9236.89
2012-03-29,93.55,9200.06
2012-03-28,95.91,9333.11
2012-03-27,97.79,9436.84
2012-03-26,99.98,9445.11
2012-03-23,97.6,9406.02
2012-03-22,96.0,9256.43
2012-03-21,98.2,9336.11
2012-03-20,98.49,9330.1
2012-03-19,99.67,9449.62
2012-03-16,100.18,9457.14
2012-03-15,100.65,9287.25
2012-03-14,103.32,9393.99
2012-03-13,100.53,9487.96
2012-03-12,99.09,9421.81
2012-03-07,97.68,9330.1
2012-03-06,97.37,9169.24
2012-03-05,102.3,9306.05
2012-03-02,101.6,9294.77
2012-03-01,100.25,9486.45
2012-02-29,100.19,9220.35
2012-02-28,98.64,9136.91
2012-02-27,99.72,9333.86
2012-02-24,99.02,9431.58
2012-02-22,96.09,9238.39
2012-02-21,96.68,9145.18
2012-02-20,97.55,9024.16
2012-02-17,96.71,8988.83
2012-02-16,96.2,9028.67
2012-02-15,97.21,8939.97
2012-02-14,96.45,8882.09
2012-02-13,96.17,8864.8
2012-02-10,94.0,8818.19
2012-02-09,95.15,8914.41
2012-02-08,95.2,8809.92
2012-02-07,93.4,8737.01
2012-02-06,93.8,8714.46
2012-02-03,94.7,8612.98
2012-02-02,92.62,8424.3
2012-02-01,92.59,8385.97
2012-01-31,90.3,8342.37
2012-01-30,88.92,8325.08
2012-01-27,90.7,8378.45
2012-01-26,90.33,8328.08
2012-01-25,87.15,8254.42
2012-01-24,85.05,8270.96
2012-01-23,85.03,8312.3
2012-01-20,85.25,8258.18
2012-01-19,85.7,8385.21
2012-01-18,84.8,8318.31
2012-01-17,84.71,8383.71
2012-01-16,83.97,8358.9
2012-01-13,83.7,8301.77
2012-01-12,84.22,8363.41
2012-01-11,84.9,8437.08
2012-01-10,86.73,8515.26
2012-01-09,83.81,8452.87
2012-01-06,83.19,8498.72
2012-01-05,82.55,8474.67
2012-01-04,83.6,8546.83
2012-01-03,82.4,8428.81
