Дата,Цена акции SBER,Цена нефти BRENT
2021-12-30,293.49,5978.27
2021-12-29,293.51,5955.72
2021-12-28,295.0,5933.92
2021-12-27,295.68,5908.36
2021-12-24,293.89,5723.44
2021-12-23,292.8,5776.81
2021-12-22,294.0,5659.55
2021-12-21,291.7,5561.08
2021-12-20,288.4,5376.16
2021-12-17,294.9,5526.5
2021-12-16,295.89,5639.25
2021-12-15,286.65,5553.56
2021-12-14,284.9,5540.03
2021-12-13,280.64,5591.9
2021-12-10,297.44,5649.03
2021-12-09,300.4,5594.15
2021-12-08,296.95,5699.39
2021-12-07,309.79,5670.82
2021-12-06,307.5,5493.42
2021-12-03,320.66,5252.88
2021-12-02,326.8,5237.09
2021-12-01,324.4,5176.96
2021-11-30,315.0,5204.02
2021-11-29,316.57,5520.48
2021-11-26,304.42,5466.36
2021-11-25,317.29,6180.48
2021-11-24,321.22,6182.73
2021-11-23,326.84,6187.24
2021-11-22,309.15,5991.05
2021-11-19,327.56,5930.16
2021-11-18,336.93,6106.81
2021-11-17,339.89,6034.65
2021-11-16,337.91,6196.26
2021-11-15,344.39,6167.7
2021-11-12,347.59,6176.72
2021-11-11,356.24,6229.34
2021-11-10,348.65,6212.05
2021-11-09,357.44,6372.91
2021-11-08,358.39,6271.43
2021-11-05,360.21,6219.57
2021-11-03,370.13,6163.19
2021-11-02,370.7,6368.4
2021-11-01,370.96,6367.65
2021-10-29,356.14,6293.23
2021-10-28,365.36,6338.33
2021-10-27,371.36,6357.88
2021-10-26,372.16,6494.69
2021-10-25,369.99,6463.87
2021-10-22,364.37,6429.29
2021-10-21,364.6,6360.13
2021-10-20,370.16,6451.09
2021-10-19,373.18,6395.46
2021-10-18,364.6,6339.09
2021-10-15,371.82,6378.93
2021-10-14,376.09,6314.28
2021-10-13,378.8,6252.64
2021-10-12,377.79,6270.68
2021-10-11,387.6,6287.97
2021-10-08,373.01,6193.26
2021-10-07,368.93,6160.18
2021-10-06,364.28,6094.78
2021-10-05,363.2,6206.04
2021-10-04,345.85,6108.31
2021-10-01,338.48,5959.48
2021-09-30,340.99,5886.56
2021-09-29,328.43,5911.37
2021-09-28,329.3,5945.2
2021-09-27,331.68,5978.27
2021-09-24,325.44,5870.03
2021-09-23,327.02,5806.88
2021-09-22,327.8,5727.2
2021-09-21,323.25,5589.64
2021-09-20,326.92,5556.57
2021-09-17,329.56,5663.31
2021-09-16,326.99,5688.11
2021-09-15,333.51,5672.33
2021-09-14,326.48,5532.51
2021-09-13,327.41,5525.75
2021-09-10,326.25,5481.4
2021-09-09,326.01,5370.9
2021-09-08,331.7,5457.34
2021-09-07,325.96,5388.94
2021-09-06,329.37,5428.78
2021-09-03,329.71,5458.09
2021-09-02,329.0,5489.67
2021-09-01,334.57,5381.42
2021-08-31,327.94,5384.43
2021-08-30,328.28,5518.23
2021-08-27,327.41,5464.86
2021-08-26,322.54,5342.33
2021-08-25,324.57,5431.03
2021-08-24,324.83,5340.83
2021-08-23,329.22,5167.94
2021-08-20,325.67,4899.58
2021-08-19,332.69,4995.05
2021-08-18,334.9,5128.85
2021-08-17,334.5,5188.99
2021-08-16,329.36,5225.07
2021-08-13,328.68,5306.25
2021-08-12,328.57,5360.37
2021-08-11,329.9,5370.14
2021-08-10,330.11,5309.26
2021-08-09,326.91,5189.74
2021-08-06,319.15,5314.52
2021-08-05,315.82,5358.87
2021-08-04,311.1,5290.46
2021-08-03,309.89,5443.06
2021-08-02,306.51,5479.14
2021-07-30,305.59,5668.57
2021-07-29,303.12,5716.68
2021-07-28,302.9,5618.21
2021-07-27,299.71,5598.66
2021-07-26,303.34,5600.16
2021-07-23,296.38,5570.1
2021-07-22,297.27,5546.79
2021-07-21,294.86,5429.53
2021-07-20,296.1,5213.04
2021-07-19,291.46,5158.17
2021-07-16,298.85,5531.76
2021-07-15,301.72,5522.74
2021-07-14,301.5,5619.71
2021-07-13,303.0,5749.75
2021-07-12,306.23,5649.78
2021-07-09,303.56,5679.09
2021-07-08,302.63,5571.6
2021-07-07,304.06,5519.73
2021-07-06,303.34,5602.42
2021-07-05,307.0,5800.12
2021-07-02,307.39,5725.7
2021-07-01,305.78,5700.89
2021-06-30,306.45,5609.19
2021-06-29,306.1,5619.71
2021-06-28,309.48,5613.7
2021-06-25,311.81,5726.45
2021-06-24,310.0,5679.85
2021-06-23,309.79,5652.03
2021-06-22,309.73,5623.47
2021-06-21,310.4,5630.23
2021-06-18,309.3,5525.75
2021-06-17,313.9,5493.42
2021-06-16,311.61,5591.9
2021-06-15,312.51,5561.83
2021-06-14,314.12,5476.89
2021-06-11,313.0,5464.11
2021-06-10,314.62,5451.33
2021-06-09,314.78,5416.75
2021-06-08,314.83,5428.78
2021-06-07,315.53,5373.9
2021-06-04,310.94,5403.97
2021-06-03,312.41,5360.37
2021-06-02,313.98,5363.38
2021-06-01,311.6,5280.69
2021-05-31,310.79,5210.78
2021-05-28,309.56,5165.68
2021-05-27,312.72,5221.31
2021-05-26,307.01,5176.96
2021-05-25,306.8,5160.42
2021-05-24,300.7,5146.14
2021-05-21,301.23,4994.29
2021-05-20,296.72,4894.32
2021-05-19,297.0,5010.83
2021-05-18,305.78,5164.93
2021-05-17,303.94,5221.31
2021-05-14,304.1,5164.93
2021-05-13,306.74,5040.15
2021-05-12,302.02,5210.78
2021-05-11,307.16,5152.9
2021-05-10,320.19,5135.61
2021-05-07,317.94,5132.61
2021-05-06,314.72,5118.33
2021-05-05,305.99,5183.72
2021-05-04,303.7,5177.71
2021-04-30,297.73,5018.35
2021-04-29,297.1,5153.66
2021-04-28,298.49,5056.69
2021-04-27,298.5,4992.79
2021-04-26,295.27,4934.91
2021-04-23,293.19,4969.49
2021-04-22,292.18,4916.12
2021-04-21,289.25,4910.1
2021-04-20,287.42,5004.07
2021-04-19,287.72,5040.15
2021-04-16,288.5,5019.1
2021-04-15,283.72,5031.88
2021-04-14,287.18,5004.82
2021-04-13,287.95,4786.07
2021-04-12,281.75,4756.76
2021-04-09,281.07,4731.95
2021-04-08,283.89,4750.74
2021-04-07,283.98,4747.74
2021-04-06,281.5,4716.17
2021-04-05,288.78,4671.82
2021-04-01,290.24,4875.53
2021-03-31,291.02,4716.17
2021-03-30,293.25,4821.4
2021-03-29,293.3,4884.55
2021-03-26,291.22,4853.73
2021-03-25,286.66,4656.78
2021-03-24,285.79,4841.7
2021-03-23,282.6,4569.58
2021-03-22,288.65,4857.49
2021-03-19,285.47,4850.72
2021-03-18,279.25,4756.76
2021-03-17,283.35,5111.56
2021-03-16,292.33,5140.88
2021-03-15,292.74,5177.71
2021-03-12,284.93,5203.27
2021-03-11,286.0,5234.09
2021-03-10,282.24,5104.04
2021-03-09,285.79,5075.48
2021-03-05,277.5,5213.79
2021-03-04,274.75,5016.85
2021-03-03,278.01,4816.14
2021-03-02,279.1,4713.16
2021-03-01,273.58,4787.58
2021-02-26,270.17,4842.45
2021-02-25,270.71,5027.37
2021-02-24,271.9,5039.4
2021-02-22,273.71,4904.09
2021-02-19,271.34,4728.94
2021-02-18,266.99,4805.62
2021-02-17,270.9,4836.44
2021-02-16,270.9,4762.02
2021-02-15,271.81,4758.26
2021-02-12,266.0,4692.86
2021-02-11,264.7,4595.89
2021-02-10,265.9,4620.7
2021-02-09,268.98,4592.14
2021-02-08,275.2,4552.3
2021-02-05,271.7,4460.59
2021-02-04,270.11,4423.0
2021-02-03,263.53,4394.44
2021-02-02,263.15,4319.27
2021-02-01,263.8,4235.83
2021-01-29,258.11,4137.36
2021-01-28,265.96,4174.19
2021-01-27,265.5,4195.24
2021-01-26,269.34,4202.75
2021-01-25,265.3,4200.5
2021-01-22,268.25,4165.17
2021-01-21,274.4,4217.04
2021-01-20,279.8,4215.53
2021-01-19,278.19,4202.0
2021-01-18,279.79,4115.56
2021-01-15,276.9,4141.87
2021-01-14,284.79,4241.09
2021-01-13,283.78,4214.03
2021-01-12,289.99,4253.12
2021-01-11,289.49,4183.96
2021-01-08,283.64,4208.77
2021-01-06,272.93,4081.73
2021-01-05,275.2,4029.11
2021-01-04,272.0,3840.44
2020-12-30,271.65,3859.23
2020-12-29,272.0,3840.44
2020-12-28,274.7,3823.15
2020-12-24,269.32,3855.47
2020-12-23,270.1,3848.7
2020-12-22,262.04,3764.51
2020-12-21,261.79,3826.9
2020-12-18,270.16,3928.38
2020-12-17,278.5,3871.26
2020-12-16,278.35,3839.68
2020-12-15,278.7,3815.63
2020-12-14,279.95,3780.3
2020-12-11,283.73,3756.24
2020-12-10,282.2,3777.29
2020-12-09,276.89,3672.81
2020-12-08,275.49,3671.3
2020-12-07,274.36,3667.54
2020-12-04,270.0,3702.12
2020-12-03,263.14,3661.53
2020-12-02,264.06,3626.95
2020-12-01,260.81,3564.56
2020-11-30,249.63,3577.34
2020-11-27,251.59,3621.69
2020-11-26,250.1,3593.13
2020-11-25,251.91,3654.01
2020-11-24,247.33,3597.64
2020-11-23,239.7,3462.33
2020-11-20,239.42,3379.64
2020-11-19,240.27,3322.51
2020-11-18,242.71,3333.04
2020-11-17,245.7,3288.69
2020-11-16,247.99,3293.95
2020-11-13,242.99,3215.77
2020-11-12,242.08,3272.15
2020-11-11,244.2,3292.45
2020-11-10,236.1,3278.16
2020-11-09,228.05,3187.21
2020-11-06,217.5,2965.46
2020-11-05,216.7,3076.71
2020-11-03,209.2,2985.0
2020-11-02,204.5,2929.37
2020-10-30,200.99,2851.95
2020-10-29,205.58,2830.15
2020-10-28,204.73,2940.65
2020-10-27,207.64,3097.0
2020-10-26,211.1,3041.38
2020-10-23,214.5,3139.85
2020-10-22,210.21,3191.72
2020-10-21,210.33,3136.84
2020-10-20,209.54,3244.34
2020-10-19,202.78,3203.75
2020-10-16,201.17,3227.05
2020-10-15,203.85,3244.34
2020-10-14,207.83,3256.36
2020-10-13,205.03,3190.97
2020-10-12,206.18,3136.09
2020-10-09,205.38,3221.03
2020-10-08,207.97,3257.87
2020-10-07,210.6,3156.39
2020-10-06,211.18,3206.0
2020-10-05,208.89,3103.77
2020-10-02,208.8,2951.93
2020-10-01,227.23,3076.71
2020-09-30,229.14,3078.21
2020-09-29,225.48,3084.23
2020-09-28,228.63,3189.46
2020-09-25,228.24,3151.13
2020-09-24,228.17,3152.63
2020-09-23,228.5,3139.85
2020-09-22,229.88,3136.09
2020-09-21,226.25,3115.04
2020-09-18,230.3,3243.59
2020-09-17,231.46,3254.86
2020-09-16,231.06,3173.68
2020-09-15,231.5,3046.64
2020-09-14,227.37,2977.48
2020-09-11,221.07,2994.02
2020-09-10,220.6,3011.31
2020-09-09,218.0,3066.18
2020-09-08,217.68,2990.26
2020-09-07,221.32,3149.62
2020-09-04,222.21,3206.75
2020-09-03,218.32,3306.73
2020-09-02,222.57,3339.8
2020-09-01,227.64,3426.25
2020-08-31,226.1,3423.99
2020-08-28,226.3,3386.41
2020-08-27,226.23,3427.75
2020-08-26,227.8,3430.76
2020-08-25,228.08,3447.3
2020-08-24,231.81,3383.4
2020-08-21,231.22,3333.79
2020-08-20,232.48,3375.13
2020-08-19,239.4,3410.46
2020-08-18,236.3,3417.23
2020-08-17,237.8,3410.46
2020-08-14,239.99,3377.39
2020-08-13,241.39,3379.64
2020-08-12,242.4,3414.97
2020-08-11,232.65,3345.06
2020-08-10,225.99,3381.9
2020-08-07,227.28,3337.55
2020-08-06,226.0,3389.42
2020-08-05,226.4,3395.43
2020-08-04,227.16,3339.8
2020-08-03,226.72,3318.76
2020-07-31,221.57,3254.86
2020-07-30,218.15,3227.8
2020-07-29,219.18,3288.69
2020-07-28,215.53,3248.85
2020-07-27,216.9,3263.13
2020-07-24,215.97,3257.87
2020-07-23,215.41,3255.61
2020-07-22,216.71,3329.28
2020-07-21,215.73,3331.53
2020-07-20,213.89,3253.36
2020-07-17,210.81,3242.83
2020-07-16,211.35,3260.12
2020-07-15,211.09,3291.69
2020-07-14,209.5,3224.79
2020-07-13,208.39,3211.26
2020-07-10,212.28,3250.35
2020-07-09,209.11,3183.45
2020-07-08,210.97,3254.11
2020-07-07,210.53,3238.32
2020-07-06,214.61,3239.83
2020-07-03,210.95,3217.28
2020-07-02,209.6,3242.83
2020-06-30,203.22,3092.49
2020-06-29,205.8,3116.55
2020-06-26,203.15,3060.17
2020-06-25,206.92,3085.73
2020-06-23,207.3,3204.5
2020-06-22,206.4,3234.57
2020-06-19,207.0,3171.42
2020-06-18,203.77,3116.55
2020-06-17,208.14,3046.64
2020-06-16,207.76,3057.16
2020-06-15,207.32,2991.01
2020-06-11,208.35,2881.27
2020-06-10,212.53,3098.51
2020-06-09,217.23,3054.91
2020-06-08,220.3,3063.93
2020-06-05,219.1,3179.69
2020-06-04,213.1,3002.29
2020-06-03,221.5,2991.01
2020-06-02,212.0,2976.73
2020-06-01,203.66,2880.51
2020-05-29,200.5,2844.43
2020-05-28,205.0,2652.75
2020-05-27,198.51,2611.41
2020-05-26,194.0,2718.9
2020-05-25,191.0,2670.79
2020-05-22,188.9,2640.72
2020-05-21,192.4,2710.63
2020-05-20,193.98,2687.33
2020-05-19,189.0,2604.64
2020-05-18,188.93,2616.67
2020-05-15,183.85,2443.02
2020-05-14,183.81,2340.04
2020-05-13,187.31,2194.21
2020-05-12,191.4,2253.6
2020-05-08,196.02,2328.01
2020-05-07,195.51,2214.51
2020-05-06,195.7,2234.05
2020-05-05,194.75,2328.01
2020-05-04,193.69,2044.62
2020-04-30,197.25,1899.55
2020-04-29,195.8,1694.33
2020-04-28,192.8,1537.98
2020-04-27,188.9,1502.65
2020-04-24,188.91,1611.64
2020-04-23,190.94,1603.38
2020-04-22,190.2,1531.21
2020-04-21,186.05,1453.04
2020-04-20,189.32,1922.1
2020-04-17,191.8,2110.77
2020-04-16,188.5,2091.23
2020-04-15,186.07,2081.46
2020-04-14,197.37,2225.03
2020-04-13,198.26,2385.9
2020-04-09,203.61,2366.35
2020-04-08,200.29,2468.58
2020-04-07,197.63,2395.67
2020-04-06,190.7,2484.37
2020-04-03,185.64,2564.05
2020-04-02,186.95,2250.59
2020-04-01,184.78,1859.71
2020-03-31,187.21,1709.37
2020-03-30,183.0,1710.87
2020-03-27,180.38,1873.99
2020-03-26,188.07,1979.98
2020-03-25,188.08,2063.42
2020-03-24,192.64,2064.92
2020-03-23,183.37,2064.17
2020-03-20,195.69,2028.09
2020-03-19,189.51,2140.09
2020-03-18,174.27,1870.23
2020-03-17,184.01,2151.37
2020-03-16,195.85,2218.27
2020-03-13,198.6,2606.14
2020-03-12,175.91,2455.05
2020-03-11,194.53,2690.33
2020-03-10,201.2,2842.18
2020-03-06,219.99,3420.24
2020-03-05,232.33,3753.24
2020-03-04,235.27,3863.74
2020-03-03,236.63,3901.32
2020-03-02,228.17,3912.6
2020-02-28,233.36,3797.59
2020-02-27,242.88,3922.37
2020-02-26,250.8,4016.33
2020-02-25,245.19,4130.59
2020-02-21,250.8,4377.9
2020-02-20,250.15,4458.33
2020-02-19,249.7,4444.05
2020-02-18,249.2,4341.07
2020-02-14,251.75,4308.74
2020-02-13,253.89,4235.08
2020-02-12,254.5,4193.73
2020-02-11,254.5,4059.93
2020-02-10,252.26,4004.31
2020-02-07,254.3,4096.77
2020-02-06,252.11,4129.09
2020-02-05,255.2,4155.4
2020-02-04,255.4,4056.17
2020-02-03,253.99,4093.01
2020-01-31,252.2,4256.13
2020-01-30,257.31,4381.66
2020-01-29,259.94,4495.92
2020-01-28,257.7,4473.37
2020-01-27,255.32,4459.08
2020-01-24,265.49,4562.07
2020-01-23,263.73,4663.55
2020-01-22,266.54,4751.5
2020-01-21,268.06,4854.48
2020-01-20,266.28,4901.08
2020-01-17,262.5,4874.77
2020-01-16,257.51,4857.49
2020-01-15,256.31,4810.88
2020-01-14,259.05,4842.45
2020-01-13,262.4,4828.17
2020-01-10,258.19,4887.55
2020-01-09,257.99,4911.61
2020-01-08,259.15,4870.26
2020-01-06,253.9,5179.96
2020-01-03,255.0,5158.17
2019-12-30,254.75,5007.07
2019-12-27,252.06,5025.11
2019-12-26,248.24,5018.35
2019-12-25,248.04,4971.74
2019-12-24,248.67,4961.97
2019-12-23,248.8,4922.13
2019-12-20,244.71,4889.06
2019-12-19,244.0,5002.56
2019-12-18,246.2,4973.25
2019-12-17,241.6,4950.7
2019-12-16,241.45,4911.61
2019-12-13,241.21,4877.78
2019-12-12,241.05,4850.72
2019-12-11,240.32,4808.62
2019-12-10,237.91,4820.65
2019-12-09,237.04,4810.88
2019-12-06,235.14,4832.68
2019-12-05,231.71,4759.01
2019-12-04,231.59,4744.73
2019-12-03,230.66,4595.14
2019-12-02,233.77,4586.87
2019-11-29,233.98,4552.3
2019-11-28,235.2,4744.73
2019-11-27,234.22,4806.37
2019-11-26,235.0,4818.4
2019-11-25,237.98,4780.06
2019-11-22,238.13,4779.31
2019-11-21,237.15,4791.34
2019-11-20,237.78,4689.1
2019-11-19,239.25,4571.84
2019-11-18,237.45,4683.84
2019-11-15,240.0,4765.78
2019-11-14,237.5,4686.85
2019-11-13,237.21,4688.35
2019-11-12,239.87,4665.05
2019-11-11,241.5,4674.07
2019-11-08,240.17,4698.88
2019-11-07,242.5,4682.34
2019-11-06,239.02,4641.0
2019-11-05,238.53,4732.7
2019-11-01,236.4,4637.24
2019-10-31,234.89,4527.49
2019-10-30,239.51,4556.05
2019-10-29,240.11,4629.72
2019-10-28,237.03,4628.22
2019-10-25,240.0,4662.04
2019-10-24,242.78,4635.73
2019-10-23,239.57,4598.15
2019-10-22,239.77,4487.65
2019-10-21,234.94,4432.02
2019-10-18,235.55,4466.6
2019-10-17,233.5,4503.43
2019-10-16,231.0,4466.6
2019-10-15,229.4,4415.49
2019-10-14,228.4,4461.34
2019-10-11,230.31,4548.54
2019-10-10,228.5,4442.55
2019-10-09,227.7,4383.91
2019-10-08,226.03,4377.9
2019-10-07,227.55,4386.17
2019-10-04,222.76,4387.67
2019-10-03,224.08,4338.06
2019-10-02,223.5,4336.56
2019-10-01,226.49,4426.76
2019-09-30,227.71,4568.83
2019-09-27,228.05,4653.77
2019-09-26,229.09,4716.17
2019-09-25,228.09,4689.86
2019-09-24,227.5,4743.23
2019-09-23,229.7,4868.76
2019-09-20,232.0,4831.93
2019-09-19,234.98,4840.95
2019-09-18,235.3,4780.81
2019-09-17,235.89,4852.22
2019-09-16,235.32,5188.23
2019-09-13,233.0,4526.74
2019-09-12,234.57,4538.76
2019-09-11,234.72,4571.09
2019-09-10,233.3,4689.1
2019-09-09,229.0,4704.89
2019-09-06,229.02,4625.96
2019-09-05,230.79,4581.61
2019-09-04,227.1,4562.82
2019-09-03,224.0,4379.4
2019-09-02,226.68,4409.47
2019-08-30,224.2,4542.52
2019-08-29,221.5,4591.38
2019-08-28,218.3,4547.03
2019-08-27,217.89,4473.37
2019-08-26,218.5,4412.48
2019-08-23,219.5,4460.59
2019-08-22,219.5,4504.19
2019-08-21,218.62,4532.75
2019-08-20,216.0,4512.46
2019-08-19,217.4,4490.66
2019-08-16,215.05,4407.97
2019-08-15,214.59,4377.15
2019-08-14,217.11,4471.11
2019-08-13,223.18,4607.92
2019-08-12,222.3,4402.71
2019-08-09,220.67,4399.7
2019-08-08,223.93,4313.25
2019-08-07,222.25,4226.81
2019-08-06,226.01,4430.52
2019-08-05,222.24,4495.92
2019-08-02,220.81,4652.27
2019-08-01,229.5,4547.78
2019-07-31,233.49,4898.83
2019-07-30,236.0,4865.0
2019-07-29,232.8,4789.08
2019-07-26,230.55,4770.29
2019-07-25,232.9,4765.03
2019-07-24,230.65,4749.24
2019-07-23,232.48,4798.1
2019-07-22,230.35,4755.25
2019-07-19,232.85,4695.87
2019-07-18,234.78,4655.28
2019-07-17,234.63,4785.32
2019-07-16,234.75,4837.19
2019-07-15,235.27,4997.3
2019-07-12,237.02,5015.34
2019-07-11,241.3,5000.31
2019-07-10,243.76,5037.14
2019-07-09,242.74,4822.91
2019-07-08,243.3,4819.15
2019-07-05,242.83,4828.17
2019-07-04,242.82,4758.26
2019-07-03,241.51,4797.35
2019-07-02,241.2,4690.61
2019-07-01,242.98,4890.56
2019-06-28,238.55,5002.56
2019-06-27,240.5,5002.56
2019-06-26,240.59,4998.05
2019-06-25,236.7,4889.81
2019-06-24,239.09,4875.53
2019-06-21,238.02,4901.08
2019-06-20,244.1,4844.71
2019-06-19,240.4,4647.01
2019-06-18,241.8,4671.06
2019-06-17,237.8,4580.86
2019-06-14,238.8,4661.29
2019-06-13,240.49,4608.67
2019-06-11,235.89,4682.34
2019-06-10,249.0,4682.34
2019-06-07,248.28,4757.51
2019-06-06,244.89,4635.73
2019-06-05,239.0,4557.56
2019-06-04,236.0,4658.28
2019-06-03,239.95,4606.42
2019-05-31,233.24,4659.79
2019-05-30,232.75,5026.62
2019-05-29,233.4,5220.56
2019-05-28,233.19,5270.17
2019-05-27,236.0,5270.17
2019-05-24,234.45,5163.43
2019-05-23,229.3,5093.52
2019-05-22,235.86,5336.32
2019-05-21,232.71,5425.77
2019-05-20,226.0,5409.98
2019-05-17,226.94,5428.03
2019-05-16,228.19,5458.85
2019-05-15,228.69,5394.95
2019-05-14,227.88,5355.11
2019-05-13,224.22,5279.19
2019-05-10,227.0,5308.51
2019-05-08,230.0,5289.71
2019-05-07,231.49,5252.88
2019-05-06,232.8,5355.11
2019-05-03,232.52,5325.79
2019-05-02,229.1,5318.28
2019-04-30,225.17,5472.38
2019-04-29,228.8,5415.25
2019-04-26,223.18,5423.52
2019-04-25,227.8,5588.89
2019-04-24,236.0,5605.43
2019-04-23,235.67,5600.92
2019-04-22,235.41,5565.59
2019-04-18,232.79,5409.98
2019-04-17,234.3,5383.68
2019-04-16,233.24,5391.19
2019-04-15,237.8,5350.6
2019-04-12,239.5,5378.41
2019-04-11,238.86,5324.29
2019-04-10,243.68,5391.94
2019-04-09,238.0,5307.75
2019-04-08,232.3,5344.59
2019-04-05,227.5,5287.46
2019-04-04,221.8,5216.8
2019-04-03,219.05,5210.03
2019-04-02,218.23,5214.54
2019-04-01,217.7,5187.48
2019-03-29,214.42,5140.88
2019-03-28,215.07,5098.03
2019-03-27,214.1,5098.78
2019-03-26,218.0,5109.3
2019-03-25,214.0,5052.18
2019-03-22,207.7,5038.65
2019-03-21,210.61,5101.04
2019-03-20,209.8,5149.15
2019-03-19,207.7,5082.24
2019-03-18,205.9,5076.98
2019-03-15,203.55,5048.42
2019-03-14,203.66,5053.68
2019-03-13,206.0,5077.73
2019-03-12,205.1,5011.58
2019-03-11,205.25,5004.82
2019-03-07,203.95,4983.77
2019-03-06,205.0,4960.47
2019-03-05,202.92,4950.7
2019-03-04,205.5,4936.41
2019-03-01,206.54,4891.31
2019-02-28,207.8,4963.48
2019-02-27,205.4,4990.54
2019-02-26,205.8,4901.84
2019-02-25,205.86,4868.01
2019-02-22,205.25,5045.41
2019-02-21,203.41,5041.65
2019-02-20,206.89,5042.4
2019-02-19,202.08,4995.05
2019-02-18,204.19,4998.8
2019-02-15,208.0,4980.01
2019-02-14,204.43,4853.73
2019-02-13,213.9,4781.56
2019-02-12,219.1,4692.11
2019-02-11,214.0,4623.71
2019-02-08,210.43,4668.06
2019-02-07,211.01,4632.73
2019-02-06,216.59,4712.41
2019-02-05,217.85,4659.04
2019-02-04,215.5,4698.88
2019-02-01,216.29,4716.92
2019-01-31,217.9,4652.27
2019-01-30,213.14,4634.23
2019-01-29,213.61,4609.42
2019-01-28,209.7,4504.94
2019-01-25,212.0,4633.48
2019-01-24,212.2,4592.14
2019-01-23,210.4,4595.89
2019-01-22,207.95,4622.96
2019-01-21,207.17,4716.17
2019-01-18,208.44,4713.16
2019-01-17,203.32,4598.9
2019-01-16,201.26,4609.42
2019-01-15,198.0,4558.31
2019-01-14,196.8,4434.28
2019-01-11,196.8,4546.28
2019-01-10,196.75,4636.49
2019-01-09,197.0,4618.44
2019-01-08,191.24,4413.98
2019-01-04,190.99,4289.2
2019-01-03,186.99,4205.76
2018-12-28,186.5,3923.87
2018-12-27,185.0,3920.87
2018-12-26,183.4,4094.51
2018-12-24,184.3,3793.83
2018-12-21,186.79,4045.65
2018-12-20,189.3,4085.49
2018-12-19,188.85,4302.73
2018-12-18,186.6,4229.06
2018-12-17,182.3,4480.88
2018-12-14,184.93,4531.25
2018-12-13,189.17,4619.2
2018-12-12,190.45,4521.48
2018-12-11,192.57,4525.23
2018-12-10,191.8,4507.94
2018-12-07,195.01,4635.73
2018-12-06,192.19,4514.71
2018-12-05,196.0,4627.47
2018-12-04,199.0,4666.55
2018-12-03,200.3,4637.24
2018-11-30,194.0,4413.23
2018-11-29,195.76,4473.37
2018-11-28,190.2,4416.99
2018-11-27,191.03,4525.99
2018-11-26,188.5,4546.28
2018-11-23,197.3,4420.0
2018-11-22,199.4,4705.64
2018-11-21,197.5,4771.79
2018-11-20,194.21,4700.38
2018-11-19,197.99,5020.6
2018-11-16,199.26,5018.35
2018-11-15,200.15,5007.83
2018-11-14,199.2,4970.24
2018-11-13,196.56,4921.38
2018-11-12,196.82,5270.92
2018-11-09,195.75,5275.43
2018-11-08,202.89,5310.76
2018-11-07,201.9,5417.5
2018-11-06,197.8,5422.01
2018-11-02,192.6,5474.63
2018-11-01,188.67,5479.14
2018-10-31,189.8,5673.08
2018-10-30,184.78,5706.15
2018-10-29,185.59,5813.65
2018-10-26,181.0,5834.7
2018-10-25,186.71,5779.82
2018-10-24,188.01,5725.7
2018-10-23,181.0,5745.99
2018-10-22,180.7,6000.82
2018-10-19,183.8,5997.06
2018-10-18,191.0,5960.23
2018-10-17,194.05,6017.36
2018-10-16,196.05,6119.59
2018-10-15,190.92,6072.23
2018-10-12,191.85,6045.92
2018-10-11,185.27,6033.14
2018-10-10,189.89,6245.88
2018-10-09,191.25,6389.45
2018-10-08,191.85,6307.51
2018-10-05,187.2,6326.31
2018-10-04,189.35,6357.88
2018-10-03,198.3,6486.42
2018-10-02,199.5,6374.42
2018-10-01,204.2,6387.95
2018-09-28,203.32,6218.06
2018-09-27,204.1,6142.89
2018-09-26,195.79,6114.33
2018-09-25,195.55,6154.17
2018-09-24,198.75,6103.8
2018-09-21,193.44,5923.4
2018-09-20,191.16,5915.88
2018-09-19,193.9,5968.5
2018-09-18,191.65,5940.69
2018-09-17,188.11,5867.02
2018-09-14,188.71,5870.03
2018-09-13,183.5,5876.79
2018-09-12,173.9,5994.06
2018-09-11,169.36,5942.94
2018-09-10,171.21,5815.9
2018-09-07,174.9,5775.31
2018-09-06,175.0,5750.5
2018-09-05,178.46,5808.39
2018-09-04,179.5,5876.04
2018-09-03,181.21,5874.54
2018-08-31,182.0,5812.9
2018-08-30,178.0,5818.91
2018-08-29,183.5,5798.61
2018-08-28,182.0,5709.16
2018-08-27,183.27,5728.71
2018-08-24,180.39,5699.39
2018-08-23,178.71,5617.45
2018-08-22,187.8,5621.21
2018-08-21,191.8,5459.6
2018-08-20,191.2,5428.03
2018-08-17,189.55,5399.46
2018-08-16,191.6,5369.39
2018-08-15,187.98,5319.03
2018-08-14,192.76,5446.82
2018-08-13,190.0,5458.09
2018-08-10,186.15,5473.13
2018-08-09,195.9,5417.5
2018-08-08,193.2,5433.29
2018-08-07,201.79,5611.44
2018-08-06,203.9,5543.79
2018-08-03,202.21,5503.2
2018-08-02,206.6,5521.24
2018-08-01,210.6,5441.56
2018-07-31,214.86,5581.37
2018-07-30,211.33,5635.49
2018-07-27,208.9,5584.38
2018-07-26,210.0,5603.17
2018-07-25,213.7,5557.32
2018-07-24,215.45,5520.48
2018-07-23,208.42,5491.92
2018-07-20,204.34,5492.67
2018-07-19,207.5,5455.84
2018-07-18,216.28,5479.89
2018-07-17,222.5,5424.27
2018-07-16,227.99,5400.21
2018-07-13,229.85,5662.56
2018-07-12,226.6,5596.41
2018-07-11,227.57,5517.48
2018-07-10,230.3,5927.91
